ID ,Year,Release Group,Worldwide_gross,Inflation_rate,Worlwide_inflation,Domestic,Domestic_inflation,Foreign_gross,Foreign_inflation
686,2021,We Made a Beautiful Bouquet,34975905,0.153,40327218.47,0,0,34975905,40327218.47
687,2021,Malignant,34891791,0.153,40230235.02,13391791,15440735.02,21500000,24789500
688,2021,Licorice Pizza,33274040,0.153,38364968.12,17318007,19967662.07,15956033,18397306.05
689,2021,Respect,32882823,0.153,37913894.92,24278399,27992994.05,8604424,9920900.872
690,2021,Big Red Envelope,32800000,0.153,37818400,0,0,32800000,37818400
691,2021,Masquerade Night,32287400,0.153,37227372.2,0,0,32287400,37227372.2
692,2021,Once Upon a Time in Hong Kong,32218874,0.153,37148361.72,0,0,32218874,37148361.72
693,2021,Home Sweet Home,32178677,0.153,37102014.58,0,0,32178677,37102014.58
694,2021,The Little Things,30842746,0.153,35561686.14,15342746,17690186.14,15500000,17871500
695,2021,The Unholy,30832137,0.153,35549453.96,15532137,17908553.96,15300000,17640900
696,2021,The Last Duel,30552111,0.153,35226583.98,10853945,12514598.59,19698166,22711985.4
697,2021,Escape from Mogadishu,29902716,0.153,34477831.55,346271,399250.463,29556445,34078581.09
698,2021,Master,28692230,0.153,33082141.19,0,0,28692230,33082141.19
699,2021,The Last Warrior: Root of Evil,28357398,0.153,32696079.89,0,0,28357398,32696079.89
700,2021,The Last Warrior: A Messenger of Darkness,27052365,0.153,31191376.85,0,0,27052365,31191376.85
701,2021,American Underdog,26514814,0.153,30571580.54,26514814,30571580.54,0,0
702,2021,Chaos Walking,26508132,0.153,30563876.2,13287908,15320957.92,13220224,15242918.27
703,2021,The Courier,26001227,0.153,29979414.73,6613432,7625287.096,19387795,22354127.64
704,2021,Spencer,25246967,0.153,29109752.95,7086632,8170886.696,18160335,20938866.26
705,2021,Parallel Mothers,23099858,0.153,26634136.27,2297501,2649018.653,20802357,23985117.62
706,2021,The Marksman,23076711,0.153,26607447.78,15566093,17947705.23,7510618,8659742.554
707,2021,99.9 Criminal Lawyer: The Movie,23055069,0.153,26582494.56,0,0,23055069,26582494.56
708,2021,Last Night in Soho,22957625,0.153,26470141.63,10127625,11677151.63,12830000,14792990
709,2021,The Day We Lit Up the Sky,22500000,0.153,25942500,0,0,22500000,25942500
710,2021,School of Magical Animals,21984454,0.153,25348075.46,288414,332541.342,21696040,25015534.12
711,2021,Kaamelott: First Installment,21979122,0.153,25341927.67,188000,216764,21791122,25125163.67
712,2021,After We Fell,21753705,0.153,25082021.87,2170750,2502874.75,19582955,22579147.12
713,2021,Rurouni Kenshin: Final Chapter Part II - The Beginning,21318560,0.153,24580299.68,0,0,21318560,24580299.68
714,2021,Wish Dragon,21120000,0.153,24351360,0,0,21120000,24351360
715,2021,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,20752104,0.153,23927175.91,0,0,20752104,23927175.91
716,2021,Stillwater,19754272,0.153,22776675.62,14465535,16678761.86,5288737,6097913.761
717,2021,The Wolf and the Lion,19510578,0.153,22495696.43,2072173,2389215.469,17438405,20106480.97
718,2021,Les Tuche 4,19259766,0.153,22206510.2,0,0,19259766,22206510.2
719,2021,Dear Evan Hansen,19133454,0.153,22060872.46,15002646,17298050.84,4130808,4762821.624
720,2021,Those Who Wish Me Dead,19107200,0.153,22030601.6,7407200,8540501.6,11700000,13490100
721,2021,The Pioneer,18900000,0.153,21791700,0,0,18900000,21791700
722,2021,The Green Knight,18887953,0.153,21777809.81,17173321,19800839.11,1714632,1976970.696
723,2021,Antlers,18867659,0.153,21754410.83,10619670,12244479.51,8247989,9509931.317
724,2021,Sinkhole,18816801,0.153,21695771.55,0,0,18816801,21695771.55
725,2021,Mobile Suit Gundam: Hathaway,18731309,0.153,21597199.28,0,0,18731309,21597199.28
726,2021,The Stronghold,18066143,0.153,20830262.88,0,0,18066143,20830262.88
727,2021,"Dad, I'm Sorry",17480489,0.153,20155003.82,350000,403550,17130489,19751453.82
728,2021,Gintama: The Final,17252960,0.153,19892662.88,0,0,17252960,19892662.88
729,2021,Railway Heroes,17223704,0.153,19858930.71,0,0,17223704,19858930.71
730,2021,Your Turn to Kill,16511822,0.153,19038130.77,0,0,16511822,19038130.77
731,2021,Cry Macho,16510734,0.153,19036876.3,10310734,11888276.3,6200000,7148600
732,2021,Reminiscence,16400193,0.153,18909422.53,3900193,4496922.529,12500000,14412500
733,2021,Legend No. 17,16096860,0.153,18559679.58,0,0,16096860,18559679.58
734,2021,Upon the Magic Roads,15990882,0.153,18437486.95,0,0,15990882,18437486.95
735,2021,Harry Potter and the Sorcerer's Stone 2021 Re-release,15591681,0.153,17977208.19,799342,921641.326,14604379,16838848.99
736,2021,The Dry,15576286,0.153,17959457.76,364237,419965.261,15212049,17539492.5
737,2021,The Night House,15437703,0.153,17799671.56,7100581,8186969.893,8337122,9612701.666
738,2021,Drive My Car,15364572,0.153,17715351.52,2352240,2712132.72,13012332,15003218.8
739,2021,Minari,15288578,0.153,17627730.43,3110580,3586498.74,12177998,14041231.69
740,2021,Something About Love,15204017,0.153,17530231.6,0,0,15204017,17530231.6
741,2021,Anita,15017470,0.153,17315142.91,556632,641796.696,14460838,16673346.21
742,2021,The Tomorrow War,14400000,0.153,16603200,0,0,14400000,16603200
743,2021,And So the Baton Is Passed,14368469,0.153,16566844.76,0,0,14368469,16566844.76
744,2021,Sword Art Online: Progressive - Aria of a Starless Night,14032747,0.153,16179757.29,1050000,1210650,12982747,14969107.29
745,2021,Christmas with the Chosen: The Messengers,13728000,0.153,15828384,13728000,15828384,0,0
746,2021,Eiffel,13649605,0.153,15737994.57,444814,512870.542,13204791,15225124.02
747,2021,OSS 117: From Africa with Love,13457801,0.153,15516844.55,0,0,13457801,15516844.55
748,2021,Hostage: Missing Celebrity,13174292,0.153,15189958.68,0,0,13174292,15189958.68
749,2021,Vakeel Saab,13056490,0.153,15054132.97,0,0,13056490,15054132.97
750,2021,The Many Saints of Newark,13037403,0.153,15032125.66,8237403,9497725.659,4800000,5534400
751,2021,The Monkey King: Reborn,13017088,0.153,15008702.46,0,0,13017088,15008702.46
752,2021,No Escapes,12916151,0.153,14892322.1,0,0,12916151,14892322.1
753,2021,The Bodin's in the Land of Smile,12872253,0.153,14841707.71,0,0,12872253,14841707.71
754,2021,The Worst Person in the World,12687507,0.153,14628695.57,3034775,3499095.575,9652732,11129600
755,2021,Character,12628017,0.153,14560103.6,0,0,12628017,14560103.6
756,2021,On the Line,12522284,0.153,14438193.45,0,0,12522284,14438193.45
757,2021,On Your Mark,12100000,0.153,13951300,0,0,12100000,13951300
758,2021,Stand by Me,11900000,0.153,13720700,0,0,11900000,13720700
759,2021,The Fable: The Killer Who Doesn't Kill,11325545,0.153,13058353.39,0,0,11325545,13058353.39
760,2021,What Did You Eat Yesterday?,11320893,0.153,13052989.63,0,0,11320893,13052989.63
761,2021,Aline,11149943,0.153,12855884.28,667815,769990.695,10482128,12085893.58
762,2021,Krack,10442916,0.153,12040682.15,0,0,10442916,12040682.15
763,2021,The Last Warrior,10363914,0.153,11949592.84,0,0,10363914,11949592.84
764,2021,Kaiserschmarrndrama,10357720,0.153,11942451.16,0,0,10357720,11942451.16
765,2021,"Caution, Hazardous Wife: The Movie",10356359,0.153,11940881.93,0,0,10356359,11940881.93
766,2021,Detective Conan: The Scarlet Alibi,10308627,0.153,11885846.93,0,0,10308627,11885846.93
767,2021,Never Stop,10224935,0.153,11789350.06,0,0,10224935,11789350.06
768,2021,Ainbo,10172403,0.153,11728780.66,0,0,10172403,11728780.66
769,2021,Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,9742510,0.153,11233114.03,0,0,9742510,11233114.03
770,2021,Black Box,9738741,0.153,11228768.37,0,0,9738741,11228768.37
771,2021,The Soul,9600000,0.153,11068800,0,0,9600000,11068800
772,2021,¡A todo tren! Destino Asturias,9544171,0.153,11004429.16,0,0,9544171,11004429.16
773,2021,Baragaki: Unbroken Samurai,9481437,0.153,10932096.86,0,0,9481437,10932096.86
774,2021,Dad,9267397,0.153,10685308.74,0,0,9267397,10685308.74
775,2021,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,8990599,0.153,10366160.65,0,0,8377569,9659337.057
776,2021,All About My Mother,8900000,0.153,10261700,0,0,8900000,10261700
777,2021,Moonbound,8864412,0.153,10220667.04,0,0,8864412,10220667.04
778,2021,The Eleventh Chapter,8844997,0.153,10198281.54,0,0,8844997,10198281.54
779,2021,The Medium,8826689,0.153,10177172.42,0,0,8826689,10177172.42
780,2021,The Vault,8803864,0.153,10150855.19,0,0,8803864,10150855.19
781,2021,Kaguya-sama: Love Is War,8794981,0.153,10140613.09,0,0,8794981,10140613.09
782,2021,The Protégé,8737253,0.153,10074052.71,7446823,8586186.919,1290430,1487865.79
783,2021,Lost Illusions,8635184,0.153,9956367.152,126391,145728.823,8508793,9810638.329
784,2021,Agent Backkom: King's Bear,8578734,0.153,9891280.302,0,0,8578734,9891280.302
785,2021,Pil's Adventures,8567345,0.153,9878148.785,0,0,8567345,9878148.785
786,2021,Honey Lemon Soda,8441488,0.153,9733035.664,0,0,8441488,9733035.664
787,2021,Delicious,8371523,0.153,9652366.019,0,0,8371523,9652366.019
788,2021,I Don't Have Any Money Left in My Retirement Account,8204616,0.153,9459922.248,0,0,8204616,9459922.248
789,2021,Girls to Buy,8177284,0.153,9428408.452,0,0,8177284,9428408.452
790,2021,Green Snake,8170000,0.153,9420010,0,0,8170000,9420010
791,2021,New Happy Dad and Son 4,8070000,0.153,9304710,0,0,8070000,9304710
792,2021,Sunny Sisters,7880000,0.153,9085640,0,0,7880000,9085640
793,2021,Contra,7762797,0.153,8950504.941,0,0,7762797,8950504.941
794,2021,Hard Hit,7658021,0.153,8829698.213,0,0,7658021,8829698.213
795,2021,Little Canned Men,7600000,0.153,8762800,0,0,7600000,8762800
796,2021,Pushpa: The Rise - Part 1,7592374,0.153,8754007.222,1320000,1521960,6272374,7232047.222
797,2021,The Mauritanian,7527030,0.153,8678665.59,836536,964526.008,6690494,7714139.582
798,2021,The Ice Road,7502846,0.153,8650781.438,0,0,7502846,8650781.438
799,2021,Judas and the Black Messiah,7478009,0.153,8622144.377,5478009,6316144.377,2000000,2306000
800,2021,Love Letter 2021 Re-release,7400000,0.153,8532200,0,0,7400000,8532200
801,2021,Signal: The Movie,7388603,0.153,8519059.259,0,0,7388603,8519059.259
802,2022,Avatar: The Way of Water,2320250281,0.067,2475707050,684075767,729908843.4,1636174514,1745798206
803,2022,Top Gun: Maverick,1495696292,0.067,1595907944,718732821,766887920,776963471,829020023.6
804,2022,Jurassic World Dominion,1001978080,0.067,1069110611,376851080,402100102.4,625127000,667010509
805,2022,Doctor Strange in the Multiverse of Madness,955775804,0.067,1019812783,411331607,438890824.7,544444197,580921958.2
806,2022,Minions: The Rise of Gru,940203765,0.067,1003197417,370270765,395078906.3,569933000,608118511
807,2022,Black Panther: Wakanda Forever,859208836,0.067,916775828,453829060,484235607,405379776,432540221
808,2022,The Batman,772245583,0.067,823986037.1,369345583,394091737.1,402900000,429894300
809,2022,Thor: Love and Thunder,760928081,0.067,811910262.4,343256830,366255037.6,417671251,445655224.8
810,2022,Water Gate Bridge,626571697,0.067,668552000.7,117294,125152.698,626454403,668426848
811,2022,Puss in Boots: The Last Wish,481705474,0.067,513979740.8,186090535,198558600.8,295614939,315421139.9
812,2022,Moon Man,460237662,0.067,491073585.4,0,0,460237662,491073585.4
813,2022,Fantastic Beasts: The Secrets of Dumbledore,407150844,0.067,434429950.5,95850844,102272850.5,311300000,332157100
814,2022,Uncharted,407141258,0.067,434419722.3,148648820,158608290.9,258492438,275811431.3
815,2022,Sonic the Hedgehog 2,405421518,0.067,432584759.7,190872904,203661388.6,214548614,228923371.1
816,2022,Black Adam,393452111,0.067,419813402.4,168152111,179418302.4,225300000,240395100
817,2022,Elvis,287740048,0.067,307018631.2,151040048,161159731.2,136700000,145858900
818,2022,The Bad Guys,250387888,0.067,267163876.5,97459240,103989009.1,152928648,163174867.4
819,2022,Bullet Train,239268602,0.067,255299598.3,103368602,110294298.3,135900000,145005300
820,2022,Lightyear,226425420,0.067,241595923.1,118307188,126233769.6,108118232,115362153.5
821,2022,Smile,217408513,0.067,231974883.4,105935048,113032696.2,111473465,118942187.2
822,2022,Too Cool to Kill,217254604,0.067,231810662.5,185882,198336.094,217068722,231612326.4
823,2022,Nice View,211019042,0.067,225157317.8,0,0,211019042,225157317.8
824,2022,DC League of Super-Pets,207557117,0.067,221463443.8,93657117,99932143.84,113900000,121531300
825,2022,The Lost City,192907684,0.067,205832498.8,105344029,112402078.9,87563655,93430419.89
826,2022,M3GAN,180089109,0.067,192155079.3,95159005,101534658.3,84930104,90620420.97
827,2022,One Piece Film: Red,171319579,0.067,182797990.8,12775324,13631270.71,158544255,169166720.1
828,2022,Nope,171235592,0.067,182708376.7,123277080,131536644.4,47958512,51171732.3
829,2022,Ticket to Paradise,168770985,0.067,180078641,68275985,72850476,100495000,107228165
830,2022,Morbius,167460961,0.067,178680845.4,73865530,78814520.51,93595431,99866324.88
831,2022,RRR,165955146,0.067,177074140.8,14500000,15471500,151455146,161602640.8
832,2022,The Black Phone,161440742,0.067,172257271.7,90123230,96161486.41,71317512,76095785.3
833,2022,The First Slam Dunk,152918859,0.067,163164422.6,1291869,1378424.223,151626990,161785998.3
834,2022,Where the Crawdads Sing,144353965,0.067,154025680.7,90230760,96276220.92,54123205,57749459.74
835,2022,Everything Everywhere All at Once,139405704,0.067,148745886.2,77191785,82363634.6,62213919,66382251.57
836,2022,Scream,137743924,0.067,146972766.9,81641405,87111379.14,56102519,59861387.77
837,2022,Death on the Nile,137307235,0.067,146506819.7,45630104,48687320.97,91677131,97819498.78
838,2022,Suzume,132181655,0.067,141037825.9,10932037,11664483.48,121249618,129373342.4
839,2022,A Man Called Otto,113190218,0.067,120773962.6,64267657,68573590.02,48922561,52200372.59
840,2022,"Lyle, Lyle, Crocodile",110999085,0.067,118436023.7,46888441,50029966.55,64110644,68406057.15
841,2022,Halloween Ends,104374176,0.067,111367245.8,64079860,68373210.62,40294316,42994035.17
842,2022,The Roundup,101166707,0.067,107944876.4,812859,867320.553,100353848,107077555.8
843,2022,The Woman King,97562514,0.067,104099202.4,67328130,71839114.71,30234384,32260087.73
844,2022,Downton Abbey: A New Era,92651384,0.067,98859026.73,44141550,47099033.85,48509834,51759992.88
845,2022,K.G.F: Chapter 2,89123940,0.067,95095243.98,2874000,3066558,86249940,92028685.98
846,2022,Don't Worry Darling,87609403,0.067,93479233,45309403,48345133,42300000,45134100
847,2022,Dragon Ball Super: Super Hero,86562140,0.067,92361803.38,38112140,40665653.38,48450000,51696150
848,2022,Dog,84485461,0.067,90145986.89,61778069,65917199.62,22707392,24228787.26
849,2022,Jackass Forever,80563999,0.067,85961786.93,57743451,61612262.22,22820548,24349524.72
850,2022,The Menu,79628200,0.067,84963289.4,38501125,41080700.38,41127075,43882589.03
851,2022,Chebi: My Fluffy Friend,77609926,0.067,82809791.04,0,0,77609926,82809791.04
852,2022,Avatar 2022 Re-release,76012917,0.067,81105782.44,24714024,26369863.61,51298893,54735918.83
853,2022,Violent Night,76004405,0.067,81096700.14,50057405,53411251.14,25947000,27685449
854,2022,Strange World,73621640,0.067,78554289.88,37968963,40512883.52,35652677,38041406.36
855,2022,Detective Conan: The Bride of Halloween,72699093,0.067,77569932.23,0,0,72699093,77569932.23
856,2022,The Northman,69633110,0.067,74298528.37,34233110,36526728.37,35400000,37771800
857,2022,Moonfall,67319703,0.067,71830123.1,19060660,20337724.22,48234703,51466428.1
858,2022,Babylon,63562440,0.067,67821123.48,15351455,16380002.49,48210985,51441121
859,2022,Whitney Houston: I Wanna Dance with Somebody,59806881,0.067,63813942.03,23708080,25296521.36,36098801,38517420.67
860,2022,Beast,59095809,0.067,63055228.2,31846530,33980247.51,27249279,29074980.69
861,2022,The Whale,57615635,0.067,61475882.55,17463630,18633693.21,39563064,42213789.29
862,2022,Hansan: Rising Dragon,57490985,0.067,61342881,865888,923902.496,56625097,60418978.5
863,2022,Confidential Assignment 2: International,54486330,0.067,58136914.11,0,0,54486330,58136914.11
864,2022,Ambulance,52303589,0.067,55807929.46,22781115,24307449.71,29522474,31500479.76
865,2022,Marry Me,50541093,0.067,53927346.23,22438180,23941538.06,28102913,29985808.17
866,2022,Brahmastra Part One: Shiva,50164785,0.067,53525825.6,7839108,8364328.236,42325677,45161497.36
867,2022,The Banshees of Inisherin,49262687,0.067,52563287.03,10582266,11291277.82,38680421,41272009.21
868,2022,The Fabelmans,45647323,0.067,48705693.64,17348945,18511324.32,28298378,30194369.33
869,2022,Barbarian,45352337,0.067,48390943.58,40842944,43579421.25,4509393,4811522.331
870,2022,Prey for the Devil,44658929,0.067,47651077.24,19802293,21129046.63,24856636,26522030.61
871,2022,Paws of Fury: The Legend of Hank,42431358,0.067,45274258.99,17811382,19004744.59,24619976,26269514.39
872,2022,The Invitation,38036130,0.067,40584550.71,25100080,26781785.36,12936050,13802765.35
873,2022,Orphan: First Kill,37083743,0.067,39568353.78,5413227,5775913.209,31670516,33792440.57
874,2022,Matilda: The Musical,35617120,0.067,38003467.04,0,0,35617120,38003467.04
875,2022,Kingdom II: Harukanaru Daichi e,34963395,0.067,37305942.47,0,0,34963395,37305942.47
876,2022,The Bob's Burgers Movie,34148750,0.067,36436716.25,31933830,34073396.61,2214920,2363319.64
877,2022,Skyfall 2021 Re-release,33943406,0.067,36217614.2,0,0,33910282,36182270.89
878,2022,Hunt,33821338,0.067,36087367.65,25994,27735.598,33795344,36059632.05
879,2022,Tad the Lost Explorer and the Emerald Tablet,32849430,0.067,35050341.81,67599,72128.133,32781831,34978213.68
880,2022,BTS Permission to Dance on Stage - Seoul: Live Viewing,32600000,0.067,34784200,6840000,7298280,25760000,27485920
881,2022,Shin Ultraman,32137136,0.067,34290324.11,601490,641789.83,31535646,33648534.28
882,2022,Amsterdam,31245810,0.067,33339279.27,14947969,15949482.92,16297841,17389796.35
883,2022,Mrs. Harris Goes to Paris,30947403,0.067,33020879,10433915,11132987.31,20513488,21887891.7
884,2022,Vikram,29837637,0.067,31836758.68,1770000,1888590,28067637,29948168.68
885,2022,The Unbearable Weight of Massive Talent,29116320,0.067,31067113.44,20300157,21660267.52,8816163,9406845.921
886,2022,Tár,29048571,0.067,30994825.26,6773650,7227484.55,22274921,23767340.71
887,2022,Serial (Bad) Weddings 3,27832384,0.067,29697153.73,0,0,27832384,29697153.73
888,2022,The 355,27827745,0.067,29692203.92,14570455,15546675.49,13257290,14145528.43
889,2022,The Night Owl,26719364,0.067,28509561.39,0,0,26719364,28509561.39
890,2022,Triangle of Sadness,26214659,0.067,27971041.15,4608096,4916838.432,21606563,23054202.72
891,2022,Calendar Girls,25433615,0.067,27137667.21,0,0,25433615,27137667.21
892,2022,The Last 10 Years,24940914,0.067,26611955.24,0,0,24940914,26611955.24
893,2022,The Kashmir Files,24821898,0.067,26484965.17,1485000,1584495,23336898,24900470.17
894,2022,Hero,24392492,0.067,26026788.96,0,0,24392492,26026788.96
895,2022,The Confidence Man JP: Episode of the Hero,23214581,0.067,24769957.93,0,0,23214581,24769957.93
896,2022,The Witch: Part 2 - The Other One,23068596,0.067,24614191.93,143723,153352.441,22924873,24460839.49
897,2022,Decision to Leave,22581906,0.067,24094893.7,2179864,2325914.888,20402042,21768978.81
898,2022,6/45,22263336,0.067,23754979.51,0,0,22263336,23754979.51
899,2022,Doraemon the Movie: Nobita's Little Star Wars 2021,22044058,0.067,23521009.89,0,0,22044058,23521009.89
900,2022,See How They Run,21966634,0.067,23438398.48,9586237,10228514.88,12380397,13209883.6
901,2022,Ponniyin Selvan: Part I,21888295,0.067,23354810.77,4282000,4568894,17606295,18785916.77
902,2022,Monster,21857035,0.067,23321456.35,434585,463702.195,21422450,22857754.15
903,2022,Devotion,21768133,0.067,23226597.91,20511938,21886237.85,1256195,1340360.065
904,2022,Silent Parade,21723595,0.067,23179075.87,0,0,21723595,23179075.87
905,2022,Father Stu,21592379,0.067,23039068.39,20884796,22284077.33,707583,754991.061
906,2022,Turning Red,21521622,0.067,22963570.67,1399001,1492734.067,20122621,21470836.61
907,2022,Emergency Declaration,21400327,0.067,22834148.91,412196,439813.132,20988131,22394335.78
908,2022,The Amazing Maurice,21115581,0.067,22530324.93,4303645,4591989.215,16811936,17938335.71
909,2022,Crayon Shin-chan: Mononoke Ninja Chinpuden,20617005,0.067,21998344.34,0,0,20617005,21998344.34
910,2022,Three Thousand Years of Longing,20282422,0.067,21641344.27,8286741,8841952.647,11995681,12799391.63
911,2022,School of Magical Animals 2,19576206,0.067,20887811.8,0,0,19576206,20887811.8
912,2022,After Ever Happy,19238073,0.067,20527023.89,1072750,1144624.25,18165323,19382399.64
913,2022,Simone: Woman of the Century,19167164,0.067,20451363.99,0,0,19167164,20451363.99
914,2022,Beast,18911959,0.067,20179060.25,0,0,18911959,20179060.25
915,2022,Broker,18851416,0.067,20114460.87,1046899,1117041.233,17804517,18997419.64
916,2022,Godfather,18737287,0.067,19992685.23,0,0,18737287,19992685.23
917,2022,Bhool Bhulaiyaa 2,18307258,0.067,19533844.29,0,0,18307258,19533844.29
918,2022,November,18200422,0.067,19419850.27,0,0,18200422,19419850.27
919,2022,Fragments of the Last Will,17954691,0.067,19157655.3,0,0,17954691,19157655.3
920,2022,The Quintessential Quintuplets Movie,17506171,0.067,18679084.46,502000,535634,17004171,18143450.46
921,2022,Fall,17363261,0.067,18526599.49,7240521,7725635.907,10122740,10800963.58
922,2022,Even If This Love Disappears from the World Tonight,16848229,0.067,17977060.34,0,0,16848229,17977060.34
923,2022,Wunderschön,16719291,0.067,17839483.5,0,0,16719291,17839483.5
924,2022,Father There Is Only One 3,16401315,0.067,17500203.11,0,0,16401315,17500203.11
925,2022,Dr. Coto's Clinic,16062841,0.067,17139051.35,0,0,16062841,17139051.35
926,2022,Radhe Shyam,15954804,0.067,17023775.87,1860000,1984620,14094804,15039155.87
927,2022,Blacklight,15902207,0.067,16967654.87,9591094,10233697.3,6311113,6733957.571
928,2022,Operation Mincemeat,15710164,0.067,16762744.99,0,0,15710164,16762744.99
929,2022,Maison de retraite,15570823,0.067,16614068.14,0,0,15570823,16614068.14
930,2022,"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie",15569229,0.067,16612367.34,0,0,15569229,16612367.34
931,2022,Bheemla Nayak,15243922,0.067,16265264.77,0,0,15243922,16265264.77
932,2022,Bones and All,15234907,0.067,16255645.77,7834907,8359845.769,7400000,7895800
933,2022,Terrifier 2,15065239,0.067,16074610.01,10640105,11352992.04,4425134,4721617.978
934,2022,Firestarter,15039250,0.067,16046879.75,9739250,10391779.75,5300000,5655100
935,2022,The Wolf of Wall Street 2022 Re-release,15038738,0.067,16046333.45,0,0,14877539,15874334.11
936,2022,Bros,14781867,0.067,15772252.09,11628165,12407252.06,3153702,3365000.034
937,2022,Superwho?,14770359,0.067,15759973.05,0,0,14770359,15759973.05
938,2022,X,14740889,0.067,15728528.56,11765309,12553584.7,2975580,3174943.86
939,2022,The Chosen Season 3: Episode 1 & 2,14679613,0.067,15663147.07,14612089,15591098.96,67524,72048.108
940,2022,The Duke,14233027,0.067,15186639.81,1526970,1629276.99,12700247,13551163.55
941,2022,Sarkaru Vaari Paata,14199018,0.067,15150352.21,0,0,14199018,15150352.21
942,2022,She Said,13944212,0.067,14878474.2,5825995,6216336.665,8118217,8662137.539
943,2022,Bodies Bodies Bodies,13929670,0.067,14862957.89,11446602,12213524.33,2483068,2649433.556
944,2022,Memory,13897255,0.067,14828371.09,7329043,7820088.881,6568212,7008282.204
945,2022,The Legend of Maula Jatt,13842815,0.067,14770283.61,5016493,5352598.031,8826322,9417685.574
946,2022,Glass Onion,13280000,0.067,14169760,13280000,14169760,0,0
947,2022,Valimai,13276393,0.067,14165911.33,0,0,13276393,14165911.33
948,2022,Moonage Daydream,13095781,0.067,13973198.33,4218925,4501592.975,8876856,9471605.352
949,2022,Easter Sunday,13074255,0.067,13950230.09,13013690,13885607.23,60565,64622.855
950,2022,Living,12377310,0.067,13206589.77,3038113,3241666.571,9339197,9964923.199
951,2022,Guglhupfgeschwader,12307072,0.067,13131645.82,0,0,12307072,13131645.82
952,2022,Laal Singh Chaddha,12093536,0.067,12903802.91,3401324,3629212.708,8692212,9274590.204
953,2022,Alienoid,12067556,0.067,12876082.25,168309,179585.703,11899247,12696496.55
954,2022,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11631738,0.067,12411064.45,1588491,1694919.897,10043247,10716144.55
955,2022,Till,11498884,0.067,12269309.23,9000202,9603215.534,2498682,2666093.694
956,2022,Jug Jugg Jeeyo,11467726,0.067,12236063.64,1033000,1102211,10434726,11133852.64
957,2022,Empire of Light,11395604,0.067,12159109.47,1177577,1256474.659,10218027,10902634.81
958,2022,The Eight Mountains,11374178,0.067,12136247.93,302456,322720.552,11071722,11813527.37
959,2022,Bergen,11325405,0.067,12084207.14,0,0,11325405,12084207.14
960,2022,Rise,11252331,0.067,12006237.18,0,0,11252331,12006237.18
961,2022,Men,11152071,0.067,11899259.76,7587853,8096239.151,3564218,3803020.606
962,2022,Chickenhare and the Hamster of Darkness,10885116,0.067,11614418.77,0,0,10885116,11614418.77
963,2022,Warriors of Future,10490328,0.067,11193179.98,0,0,10490328,11193179.98
964,2022,Jurassic Park 2022 Re-release,10380250,0.067,11075726.75,0,0,10374018,11069077.21
965,2022,Land of Legends,10357479,0.067,11051430.09,0,0,10357479,11051430.09
966,2022,The Pirates: The Last Royal Treasure,10258331,0.067,10945639.18,0,0,10258331,10945639.18
967,2022,Vaillante,10143170,0.067,10822762.39,0,0,10143170,10822762.39
968,2022,Table for Six,10138355,0.067,10817624.79,0,0,10138355,10817624.79
969,2022,The Beasts,10067896,0.067,10742445.03,46105,49194.035,10021791,10693251
970,2022,Smack Dab Kakha,9995945,0.067,10665673.32,0,0,9995945,10665673.32
971,2022,F3: Fun and Frustration,9849193,0.067,10509088.93,1195000,1275065,8654193,9234023.931
972,2022,"Good Luck to You, Leo Grande",9795364,0.067,10451653.39,0,0,9795364,10451653.39
973,2022,Pearl,9747742,0.067,10400840.71,9423445,10054815.82,324297,346024.899
974,2022,Rheingold,9699701,0.067,10349580.97,0,0,9699701,10349580.97
975,2022,Spider-Man: No Way Home 2022 Re-release,9613518,0.067,10257623.71,9321593,9946139.731,291925,311483.975
976,2022,Redeeming Love,9464198,0.067,10098299.27,9214020,9831359.34,250178,266939.926
977,2022,Women Talking,9276103,0.067,9897601.901,5456531,5822118.577,3819572,4075483.324
978,2022,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,9071701,0.067,9679504.967,0,0,9071701,9679504.967
979,2022,Samrat Prithviraj,8568339,0.067,9142417.713,0,0,8568339,9142417.713
980,2022,Aftersun,8459155,0.067,9025918.385,1658790,1769928.93,6800365,7255989.455
981,2022,Life Is Beautiful,8458639,0.067,9025367.813,0,0,8458639,9025367.813
982,2022,Yolki 9,8385030,0.067,8946827.01,0,0,8385030,8946827.01
983,2022,Don,8287406,0.067,8842662.202,0,0,8287406,8842662.202
984,2022,Shotgun Wedding,8277788,0.067,8832399.796,0,0,8277788,8832399.796
985,2022,Vikram Vedha,8234166,0.067,8785855.122,1589362,1695849.254,6644804,7090005.868
986,2022,Re/Member,8166175,0.067,8713308.725,0,0,8166175,8713308.725
987,2022,Rabbit Academy: Mission Eggpossible,8103825,0.067,8646781.275,0,0,8103825,8646781.275
988,2022,Acharya,8048175,0.067,8587402.725,832000,887744,7216175,7699658.725
989,2022,Il grande giorno,8021940,0.067,8559409.98,0,0,8021940,8559409.98
990,2022,The Tatta's,8000956,0.067,8537020.052,0,0,8000956,8537020.052
